Soil_Type,Crop_Type,Rainfall_mm,Temperature_C,Soil_pH,Fertilizer_kg_per_ha,Pesticide_kg_per_ha,Sunlight_Hours_per_day,Farm_Size_ha,Irrigation,Crop_Yield_tonnes_per_ha
Loamy,Barley,686.8,27.2,7.01,169.3,,8.5,12.2,Yes,8.96
Loamy,Wheat,590.5,21.8,6.38,205.8,8.66,4.9,1.92,Yes,9.47
Clay,Soybean,685.3,30.4,6.21,193.8,1.25,9.4,2.87,Yes,7.34
Sandy,Wheat,789.1,,7.64,93.7,5.38,5.6,4.84,Yes,5.99
Sandy,Barley,794.0,22.8,6.33,133.3,4.86,7.4,0.68,Yes,7.33
Loamy,Cotton,865.9,28.0,5.58,89.1,7.07,,5.87,No,6.63
Sandy,Rice,1012.4,19.0,6.96,220.4,1.0,6.4,2.2,Yes,8.34
Clay,Barley,970.3,21.8,7.53,68.1,6.23,7.8,,No,6.95
Loamy,Barley,1090.3,25.3,6.04,149.0,3.68,7.1,18.39,No,8.6
Loamy,Cotton,1108.0,20.1,6.07,159.7,0.91,9.0,0.37,Yes,7.19
Peaty,Soybean,1174.7,21.7,6.01,,3.63,6.8,6.71,No,7.07
Silty,Cotton,989.4,22.1,6.46,120.8,8.35,6.5,4.76,Yes,7.85
Clay,Maize,928.9,28.9,5.75,181.2,1.93,7.6,6.96,Yes,10.05
Clay,Barley,966.6,20.6,6.88,127.7,4.82,8.7,,Yes,7.9
Silty,Rice,910.6,20.5,5.43,218.7,,,1.83,No,8.36
Silty,Maize,,23.7,6.96,,7.84,7.0,15.64,No,10.26
Loamy,Maize,906.7,29.6,8.93,129.0,11.25,6.6,0.52,No,8.63
Loamy,Maize,813.0,,7.17,128.0,3.78,7.7,8.49,Yes,11.42
Loamy,Barley,1047.7,25.2,5.79,234.5,5.51,5.9,2.69,No,7.69
Clay,Cotton,481.8,24.8,7.55,92.7,3.7,7.1,1.51,Yes,7.09
Peaty,Rice,986.0,24.2,4.79,225.4,,9.9,,No,7.93
Silty,Wheat,1177.8,21.5,5.13,86.8,1.44,4.6,3.29,Yes,7.78
Sandy,Rice,1080.5,15.5,7.17,211.3,0.06,6.4,1.76,No,8.79
Silty,Rice,946.3,21.8,8.15,227.3,7.88,6.0,3.55,Yes,8.68
Clay,Maize,1494.3,20.8,4.83,155.8,0.0,7.2,0.96,No,8.84
Clay,Soybean,1032.7,32.2,6.59,134.5,2.61,5.2,2.79,Yes,6.93
Clay,Maize,497.1,24.7,6.28,169.8,2.14,7.7,6.29,No,9.75
Peaty,Soybean,695.8,25.6,6.52,678.8619594732078,2.37,7.2,1.83,Yes,7.66
Peaty,Soybean,720.7,22.8,6.35,209.8,7.43,8.6,1.52,Yes,8.03
Silty,Maize,908.8,24.1,6.38,16.6,7.61,8.1,2.59,No,9.12
Silty,Wheat,1079.1,25.4,5.85,228.7,5.05,5.7,1.38,Yes,8.83
Loamy,Wheat,801.1,24.2,5.13,139.7,1.14,5.5,1.32,No,8.68
Loamy,Rice,995.4,15.9,7.39,133.0,1.79,,4.95,Yes,10.17
Sandy,Wheat,1069.1,24.4,6.35,112.2,3.1,8.8,3.17,Yes,8.29
Loamy,Rice,823.9,21.4,6.24,75.0,6.68,3.9,3.56,Yes,10.02
Loamy,Cotton,1065.2,24.0,6.96,227.8,6.51,5.0,2.67,Yes,8.3
Silty,Maize,961.1,24.5,7.31,203.6,9.05,6.5,4.49,No,10.32
Peaty,Rice,839.5,18.8,7.22,125.5,0.66,,1.75,Yes,9.43
Sandy,Soybean,550.2,19.1,7.05,124.1,9.15,9.7,7.56,No,6.81
Peaty,Rice,1050.8,19.0,7.44,266.5,4.89,6.3,0.76,No,8.65
Clay,Maize,1122.6,18.6,7.48,61.4,5.33,7.4,4.5,No,8.75
Loamy,Soybean,1105.7,,7.24,139.5,5.77,7.3,1.74,Yes,9.22
Clay,Wheat,310.8,32.0,5.95,,4.56,9.6,6.96,Yes,8.12
Sandy,Cotton,988.6,25.9,5.25,244.1,0.34,7.5,1.11,No,5.56
Clay,Barley,890.1,30.3,7.3,190.3,1.6,,15.88,Yes,7.15
Peaty,Cotton,616.7,23.6,5.7,252.0,3.95,7.7,9.32,Yes,7.53
Clay,Barley,919.2,23.7,6.89,288.3,9.59,8.3,1.74,No,7.14
Loamy,Cotton,443.6,22.4,6.6,,5.34,8.4,4.86,Yes,7.82
Loamy,Maize,928.1,23.8,7.54,153.8,5.92,7.3,2.41,Yes,12.0
Sandy,Rice,1436.4,23.0,6.57,113.2,7.41,8.0,3.24,Yes,8.44
Loamy,Cotton,1066.9,21.3,5.3,245.0,9.47,7.2,4.45,Yes,7.62
Sandy,Rice,780.7,34.1,8.13,78.9,5.52,7.5,1.25,Yes,8.11
Loamy,Rice,969.4,,7.09,135.8,4.62,8.0,2.65,Yes,9.8
Silty,Wheat,866.9,21.5,5.85,92.2,1.84,7.6,4.09,No,7.95
Peaty,Maize,1230.3,7.8,6.64,78.0,3.74,6.3,1.36,Yes,9.4
Peaty,Maize,1248.8,25.8,7.35,85.0,,5.6,0.95,Yes,10.64
Silty,Cotton,913.4,16.0,4.32,,5.98,8.3,1.64,No,5.16
Sandy,Rice,798.9,21.2,5.81,125.6,6.37,7.5,3.53,No,8.02
Silty,,541.5,31.8,6.78,190.5,8.08,,4.53,No,9.52
Silty,Wheat,1141.2,25.8,7.31,209.3,1.76,,4.3,Yes,9.86
Loamy,Barley,1163.2,23.3,5.88,242.6,6.75,7.5,,Yes,8.47
Silty,Maize,1060.7,14.5,6.04,79.0,5.21,6.4,7.95,Yes,10.73
Peaty,Rice,,27.0,6.35,212.5,3.86,8.2,3.87,Yes,9.78
Peaty,Maize,876.3,26.1,6.14,73.4,5.05,6.6,1.0,Yes,10.71
Silty,Soybean,1033.8,34.9,7.84,266.5,6.18,8.0,4.89,No,6.57
Peaty,Soybean,1312.1,21.9,5.16,22.2,5.81,8.6,1.0,Yes,7.53
Sandy,Cotton,607.7,30.4,7.13,273.5,,9.8,,Yes,7.14
Sandy,Wheat,667.2,17.2,8.68,114.6,8.03,8.3,9.59,Yes,6.42
Silty,,1015.7,31.4,5.73,68.7,4.08,7.4,5.57,No,6.13
,Barley,562.7,23.1,6.29,170.5,6.6,6.5,1.55,No,7.84
Clay,Wheat,664.0,,6.56,204.6,3.42,6.5,3.58,No,6.75
Loamy,Wheat,1380.4,25.8,5.79,73.3,8.6,8.2,1.8,No,7.54
Silty,Rice,1043.0,22.9,6.04,92.1,5.55,7.3,0.61,Yes,9.74
Clay,Rice,1362.2,26.6,6.52,147.2,,6.2,4.43,,9.56
Silty,Soybean,876.7,26.2,6.01,233.3,5.04,8.0,10.31,No,7.21
Clay,Cotton,813.4,25.6,6.12,206.4,0.65,8.2,6.6,No,6.14
Sandy,Barley,1052.4,23.8,6.04,0.0,7.54,9.0,2.86,Yes,7.57
Clay,Maize,956.1,,6.67,227.6,8.17,4.4,1.83,Yes,10.63
Sandy,Cotton,968.2,26.8,6.76,53.4,11.15,3.7,2.42,No,5.08
Peaty,Cotton,945.9,24.8,5.38,236.7,9.7,9.1,58.17,No,6.7
Sandy,Cotton,,23.0,7.84,,1.18,6.0,7.51,Yes,5.78
Sandy,Wheat,,27.3,6.24,152.6,1.9,7.6,1.53,Yes,8.16
Silty,Cotton,838.6,25.3,6.37,23.8,1.97,9.2,3.89,Yes,6.72
Clay,Soybean,1258.6,27.0,7.7,141.5,8.69,8.3,1.36,No,6.34
Sandy,Barley,508.5,19.5,6.49,69.5,3.08,8.9,1.92,No,6.78
,Soybean,1437.9,30.7,6.67,116.8,8.53,8.8,1.59,Yes,7.31
Silty,Maize,1307.3,21.4,6.43,180.7,5.56,7.8,4.67,Yes,10.02
Peaty,Wheat,686.8,19.1,6.37,106.2,5.03,10.7,5.24,Yes,8.95
Silty,Maize,875.8,27.3,6.54,130.8,5.63,8.1,2.55,Yes,10.81
Silty,Wheat,601.0,25.7,6.52,263.1,2.38,6.4,1.49,Yes,8.47
Silty,Rice,901.7,32.8,6.71,297.4,6.84,6.3,7.64,No,8.93
Peaty,Soybean,1192.5,24.4,7.07,224.2,2.19,7.3,1.61,Yes,8.1
Loamy,Maize,1337.4,19.8,7.1,245.1,,9.7,4.53,No,11.18
Loamy,Cotton,1018.9,24.0,7.01,94.1,1.98,6.4,1.07,No,6.38
Peaty,Cotton,986.2,26.3,6.32,132.6,7.69,9.1,1.36,Yes,7.62
Loamy,Rice,639.4,26.3,6.39,113.3,5.62,9.8,1.15,Yes,10.38
Silty,Barley,944.1,17.9,6.6,139.5,8.79,8.0,3.84,Yes,9.07
Clay,Rice,790.3,21.9,5.49,215.1,6.38,4.9,5.53,Yes,9.33
Silty,Maize,814.3,24.2,5.72,107.8,3.12,7.9,4.62,Yes,11.37
Peaty,Cotton,868.5,21.1,5.92,131.0,5.95,7.1,3.52,Yes,7.75
Silty,Soybean,789.0,14.5,7.36,,6.76,8.4,3.54,Yes,6.83
Clay,Barley,1209.4,22.5,6.11,291.5,9.4,6.0,5.5,No,6.66
Sandy,Soybean,1209.5,20.4,6.96,210.4,,7.7,0.38,Yes,7.23
Peaty,Wheat,1054.3,22.3,5.5,100.9,5.83,,1.48,Yes,8.01
Loamy,Maize,1126.5,17.5,5.55,234.3,,7.1,1.61,No,10.75
Peaty,Maize,776.1,25.2,6.72,139.1,5.47,6.5,13.71,No,10.6
Peaty,Rice,731.3,20.5,7.4,152.8,6.32,8.5,0.97,Yes,10.26
Silty,Maize,1085.0,27.9,4.28,184.2,3.56,3.9,2.94,Yes,9.97
Loamy,Wheat,1200.9,28.9,6.35,229.8,2.48,7.9,6.87,Yes,9.35
Silty,Soybean,724.9,24.2,5.09,159.3,,7.4,2.73,Yes,7.77
Loamy,Maize,693.4,23.2,,129.0,9.78,6.7,1.97,No,10.71
Sandy,Soybean,819.0,23.2,5.7,176.5,5.95,6.1,14.06,No,5.65
Silty,Soybean,1100.3,9.8,6.3,146.3,7.42,9.7,2.11,No,6.98
Clay,Maize,1013.4,19.9,7.22,114.5,,7.3,4.97,No,9.82
Loamy,Maize,876.5,,7.6,187.5,3.28,8.8,0.35,Yes,10.83
Loamy,Soybean,934.2,29.5,5.12,130.6,1.83,9.6,0.95,Yes,7.46
Sandy,Rice,1310.0,27.7,6.91,142.7,3.52,4.7,,Yes,8.04
Loamy,Cotton,938.6,35.3,7.65,123.1,4.76,6.9,1.13,No,6.32
Silty,Rice,637.8,20.8,,128.5,7.37,7.6,2.6,Yes,9.43
Sandy,Cotton,446.1,25.2,7.74,93.2,5.21,6.6,0.32,Yes,6.08
Loamy,Maize,800.1,22.4,6.69,141.4,5.26,8.7,2.34,Yes,12.03
Clay,Barley,897.7,31.4,8.28,184.8,9.98,10.9,0.56,No,6.02
Peaty,Cotton,1000.0,20.4,6.86,13.6,4.51,7.6,5.46,No,5.37
Peaty,Rice,659.0,26.3,6.82,206.3,6.92,6.0,1.2,No,8.5
Peaty,Maize,805.5,12.0,6.02,186.3,9.55,9.3,,No,9.42
Sandy,Cotton,533.4,17.9,7.37,3.4,2.79,10.9,0.71,Yes,6.21
Sandy,Cotton,687.3,21.1,6.46,218.1,3.86,10.4,0.58,Yes,7.11
Peaty,Rice,850.3,30.0,6.07,178.6,1.57,3.9,0.71,Yes,8.75
Sandy,Soybean,937.7,32.5,5.46,141.5,3.95,9.1,5.04,No,6.42
Silty,Maize,847.6,26.6,7.11,187.0,3.59,7.6,1.22,No,10.39
Peaty,Barley,1246.5,14.9,6.57,150.9,6.92,7.5,2.01,No,7.05
Loamy,Cotton,1313.1,22.3,7.53,103.1,2.85,7.2,2.97,Yes,6.97
Silty,Maize,795.6,31.5,,226.3,3.96,4.4,3.4,Yes,10.3
Loamy,Maize,784.9,27.9,7.29,31.2,5.2,,,Yes,11.11
Peaty,Rice,1024.1,17.9,9.27,168.4,6.61,9.2,25.54,Yes,7.9
Peaty,Soybean,518.6,29.8,6.39,164.5,6.29,7.5,4.17,Yes,8.46
Peaty,Wheat,1347.4,35.7,6.82,179.8,4.21,8.7,3.73,Yes,7.88
Clay,Wheat,1268.3,16.5,8.11,138.5,3.42,8.5,2.25,No,7.06
Silty,Cotton,982.4,18.3,6.36,148.9,4.0,5.3,13.69,Yes,8.11
Clay,Wheat,748.6,30.7,5.6,243.6,0.0,6.7,2.16,Yes,7.37
Silty,Rice,679.9,22.4,6.9,206.2,0.87,9.4,2.75,Yes,9.56
Peaty,Wheat,983.5,13.5,5.41,171.4,3.22,7.8,1.69,Yes,7.96
,Barley,524.3,23.0,6.23,185.7,2.8,8.0,6.24,No,7.51
Peaty,Soybean,1041.1,25.7,5.83,85.5,5.63,8.5,3.63,Yes,7.3
Silty,Maize,1001.3,23.5,5.5,80.3,6.1,5.3,2.07,Yes,9.96
Silty,Maize,447.1,33.2,5.56,63.1,7.7,9.1,2.46,No,8.98
Clay,Wheat,890.7,10.4,5.53,90.7,4.05,8.2,2.32,,5.95
Clay,Barley,1048.3,23.8,8.37,220.6,11.75,6.0,1.14,Yes,7.57
Silty,Cotton,499.8,28.1,7.11,160.6,8.5,8.2,2.27,No,6.12
Sandy,Barley,1029.9,21.6,6.86,278.0,7.03,7.5,3.43,No,7.12
Silty,Cotton,750.7,,5.8,217.8,3.26,6.3,1.79,,6.98
Sandy,Cotton,758.3,29.4,6.34,32.4,0.0,6.5,4.83,No,4.72
Loamy,Soybean,686.0,17.2,5.98,89.0,10.22,9.6,16.37,Yes,8.73
Silty,Cotton,809.8,16.5,,164.4,7.22,6.4,1.55,Yes,6.32
Silty,Rice,783.9,17.0,7.29,162.6,10.01,7.8,3.63,No,7.95
Sandy,Rice,1252.0,19.9,6.4,160.0,13.77,8.7,4.59,No,7.83
Loamy,Rice,652.2,27.5,6.76,131.3,5.84,8.3,9.54,No,9.71
Clay,Rice,1120.9,23.3,7.01,65.0,7.61,8.1,8.99,Yes,9.14
Sandy,,1060.9,18.1,7.58,85.4,6.61,5.0,5.64,Yes,6.3
Loamy,Cotton,935.1,27.1,5.88,117.8,4.4,8.1,3.81,No,6.12
,Rice,855.5,32.5,5.8,238.4,3.58,9.3,12.07,No,8.07
Peaty,Maize,678.5,22.8,,158.3,6.55,7.5,16.09,Yes,11.18
Silty,Soybean,929.4,23.0,5.77,116.3,4.4,8.5,4.89,No,7.67
Loamy,Maize,794.6,20.5,6.08,134.6,5.33,5.9,2.3,No,11.33
Clay,Wheat,1254.0,31.0,,198.2,3.59,8.9,12.02,Yes,7.37
Clay,Wheat,1230.9,25.6,6.92,183.8,7.13,8.2,5.5,Yes,8.8
Peaty,Cotton,803.8,19.4,,207.1,,7.0,3.68,No,6.69
Silty,,1007.6,31.5,5.15,122.5,,6.3,,Yes,8.42
Loamy,Maize,953.1,22.9,6.49,74.9,3.22,7.8,2.76,Yes,11.44
Loamy,Maize,,20.0,6.5,235.1,4.22,7.5,5.25,Yes,11.56
Sandy,Cotton,971.4,22.3,6.7,113.6,4.61,7.0,2.26,Yes,6.9
Silty,Rice,972.8,,6.64,173.1,2.93,6.3,1.9,Yes,9.07
Clay,Cotton,920.8,30.3,7.2,6.5,5.31,7.9,2.26,Yes,5.67
Silty,Rice,723.5,32.9,6.9,126.6,5.18,,13.81,Yes,9.0
Loamy,Cotton,1248.9,27.8,7.07,127.3,4.32,4.7,1.07,No,6.85
Silty,Cotton,669.2,15.2,6.22,106.0,0.83,9.7,2.76,Yes,7.15
Peaty,Soybean,1273.8,16.0,7.27,118.3,1.07,10.3,3.91,Yes,7.29
Loamy,Cotton,952.1,24.2,5.99,177.6,1.33,6.0,5.82,No,8.38
Loamy,Wheat,632.5,25.8,5.24,91.1,,4.1,1.91,No,7.41
Loamy,Wheat,997.2,29.4,6.3,166.8,6.6,9.4,2.14,No,8.55
Clay,Barley,576.5,24.3,7.1,36.6,8.6,7.5,3.2,Yes,8.21
Loamy,Barley,1484.8,22.9,8.3,213.7,2.13,8.9,,No,7.01
Peaty,Cotton,247.1,34.3,6.15,267.1,9.78,8.1,2.17,No,5.03
Sandy,,907.3,30.9,6.38,32.4,8.8,8.5,0.68,No,5.89
Clay,Cotton,,23.8,5.88,188.5,6.35,6.7,1.07,Yes,7.32
Silty,Rice,1034.7,29.7,5.46,285.9,5.31,6.9,2.18,No,8.51
Loamy,Wheat,1168.9,23.2,7.23,278.7,1.91,7.2,,No,8.53
Clay,Maize,929.1,22.2,5.69,173.4,7.56,7.4,5.11,Yes,10.5
Peaty,Maize,1016.1,19.0,5.74,249.1,1.29,7.4,2.29,No,10.14
Peaty,Wheat,671.1,24.4,6.34,91.7,6.94,7.4,24.94,No,6.52
Peaty,Cotton,509.8,38.5,6.59,145.9,2.85,7.0,15.6,Yes,5.77
Loamy,Maize,994.8,19.6,7.96,77.7,2.38,8.7,,No,10.0
Peaty,Rice,1200.1,28.8,,64.6,0.0,5.7,4.77,Yes,8.86
Silty,Cotton,826.7,24.0,7.58,198.1,0.33,7.4,2.76,Yes,6.57
Sandy,Barley,836.5,22.6,7.13,162.3,1.78,8.1,11.41,Yes,8.06
Clay,Cotton,1100.1,20.6,5.67,127.8,2.58,4.6,4.06,No,5.75
Clay,Barley,681.8,,6.85,163.6,3.98,6.7,6.71,No,7.26
Clay,Wheat,511.6,28.1,7.15,88.9,3.76,7.1,4.47,No,7.07
Silty,Cotton,777.8,22.3,4.31,181.0,3.37,7.6,1.33,No,5.65
Silty,Barley,1052.6,,5.49,107.7,7.2,8.2,3.21,Yes,8.84
Clay,Soybean,862.5,17.2,7.25,113.5,1.08,6.0,0.85,Yes,7.62
Clay,Wheat,714.2,18.4,5.85,152.0,2.29,8.1,1.69,Yes,8.6
Loamy,Maize,1294.1,28.7,7.52,99.6,2.03,8.7,11.54,No,10.83
Loamy,Barley,777.9,23.1,6.61,,5.37,8.8,3.16,Yes,9.0
Loamy,Soybean,1331.1,17.0,8.38,174.4,4.29,6.8,5.64,Yes,7.84
Clay,Barley,648.7,27.4,5.92,72.6,9.11,9.1,2.59,No,6.69
Sandy,Barley,902.1,20.4,7.21,156.4,6.3,7.9,1.7,No,7.25
Sandy,Cotton,991.2,22.0,7.1,68.3,7.17,8.6,2.27,Yes,6.41
Sandy,Wheat,826.7,,6.87,192.1,8.41,7.5,7.54,Yes,8.73
Loamy,Barley,517.6,22.8,6.83,184.1,4.08,4.7,0.78,Yes,8.87
Silty,Maize,1181.5,26.2,8.56,43.0,1.23,6.2,0.76,Yes,9.08
Loamy,Rice,948.0,23.6,5.35,173.8,9.03,4.8,11.13,Yes,11.05
Sandy,Barley,,23.7,6.18,133.9,3.05,8.6,1.93,No,7.13
Sandy,Cotton,1023.7,16.3,7.18,231.1,4.03,,5.5,Yes,7.1
Loamy,Wheat,1123.5,21.3,6.5,120.7,4.87,4.4,23.0,Yes,9.6
Silty,Wheat,949.8,27.9,7.15,293.5,2.08,4.4,1.19,No,6.99
Peaty,Cotton,644.0,18.8,6.08,207.3,0.73,6.6,3.77,No,5.81
Loamy,Barley,831.2,23.3,7.79,133.1,5.99,6.7,1.09,Yes,9.72
Clay,Rice,623.4,19.7,6.67,140.6,7.56,8.7,,Yes,9.7
Clay,Wheat,833.3,23.1,5.43,219.6,1.96,9.5,1.14,Yes,7.96
Loamy,Cotton,1225.4,17.2,5.82,92.6,2.98,4.4,2.81,Yes,8.15
Silty,Rice,1123.1,23.9,5.98,239.0,0.0,6.1,5.0,No,9.35
Sandy,Wheat,995.5,27.4,6.21,229.2,1.79,9.9,6.21,Yes,8.5
Peaty,Rice,552.8,,6.25,0.0,0.0,5.8,10.04,Yes,8.37
Loamy,Rice,664.5,25.6,5.47,262.5,2.63,6.3,15.94,No,8.86
Sandy,Barley,872.6,27.3,7.49,140.6,1.3,,,No,6.87
Sandy,Soybean,752.3,13.5,,32.9,4.42,9.8,6.03,Yes,6.21
Silty,Cotton,1026.1,22.5,7.37,155.3,5.44,6.6,0.7,Yes,7.97
Clay,Maize,647.2,23.2,6.34,111.8,2.32,7.4,1.86,No,9.64
Silty,Cotton,539.9,28.7,6.57,184.4,5.52,7.9,0.78,Yes,7.52
Sandy,Rice,1339.0,32.0,4.13,134.5,1.2,7.5,3.11,Yes,6.88
Peaty,Barley,671.8,,7.2,87.2,7.6,6.5,2.54,No,7.71
Silty,Maize,961.1,17.4,7.33,113.7,5.7,8.0,1.13,No,10.0
Peaty,Rice,685.6,,5.82,86.3,3.18,9.9,14.72,No,9.27
Clay,Maize,1343.2,21.8,5.47,98.2,6.05,7.5,1.13,Yes,9.94
Peaty,Cotton,1012.5,20.9,6.54,174.4,2.69,6.2,1.09,Yes,7.94
Peaty,Cotton,756.6,27.5,6.04,87.4,2.89,7.1,28.36,No,6.67
Sandy,Maize,467.4,16.1,6.44,61.8,7.69,6.5,1.27,No,8.16
Clay,Rice,1052.9,33.5,5.66,139.4,7.0,7.1,,No,7.22
Clay,Wheat,866.7,26.8,6.66,142.6,6.03,10.4,0.74,No,7.92
Silty,Soybean,1091.8,21.0,6.12,238.8,4.76,4.8,2.4,Yes,9.02
Sandy,Cotton,925.6,15.1,6.31,104.0,8.24,5.3,7.26,Yes,6.34
Silty,Soybean,476.7,25.4,6.89,195.4,5.41,9.1,1.72,No,8.0
Sandy,Wheat,706.3,28.3,5.54,211.7,4.23,5.3,19.34,No,6.28
Clay,Barley,1196.5,30.0,,139.5,2.5,7.5,7.43,Yes,8.27
Clay,Soybean,1185.1,28.2,6.38,192.5,1.26,7.6,2.23,Yes,7.95
Loamy,Maize,572.5,20.7,5.17,145.3,8.61,8.9,3.26,Yes,11.13
Silty,Wheat,1340.4,21.6,5.6,215.3,4.01,8.4,1.18,Yes,9.43
Loamy,Cotton,993.1,25.9,6.29,,1.17,8.4,6.01,No,6.55
Peaty,Wheat,,23.4,5.53,,7.06,7.9,0.47,Yes,8.44
Loamy,Barley,707.7,20.3,9.06,196.8,9.38,6.3,5.44,Yes,7.99
Clay,Cotton,,26.3,6.85,175.1,6.69,6.0,4.27,No,5.83
Clay,Barley,1215.2,25.8,6.05,92.9,6.82,9.6,3.84,No,6.73
Peaty,Rice,622.2,33.3,5.8,90.5,1.76,8.9,3.26,Yes,8.15
Sandy,Soybean,533.8,24.6,7.3,158.5,6.29,7.1,1.58,Yes,7.47
Silty,Wheat,1455.8,29.8,4.86,162.4,5.98,9.2,17.31,No,7.24
Silty,Cotton,576.0,25.8,6.45,161.9,7.39,6.0,1.15,Yes,7.15
Peaty,Rice,789.1,31.8,5.96,233.5,12.64,9.2,0.8,No,7.71
Peaty,Wheat,1248.1,18.2,7.21,162.3,3.19,8.9,2.53,Yes,8.1
Silty,Soybean,855.5,18.2,6.46,141.4,8.77,7.6,4.86,No,7.99
Clay,Maize,1341.1,18.0,7.56,219.5,2.29,8.3,0.36,No,10.27
Peaty,Soybean,624.0,18.8,6.34,163.9,2.32,9.4,4.99,Yes,7.85
Sandy,Cotton,490.2,22.1,6.96,194.5,5.19,7.7,5.6,Yes,7.09
Silty,Maize,661.9,22.0,7.48,89.4,5.39,10.3,1.82,Yes,10.45
Silty,Maize,1427.2,22.5,6.08,115.3,6.19,6.4,0.88,Yes,10.82
Peaty,Rice,1051.3,16.6,5.93,260.0,6.22,5.7,2.19,Yes,8.88
Loamy,Barley,1469.3,16.8,,182.7,5.41,6.3,1.33,No,7.68
Silty,Wheat,1044.5,27.9,7.43,163.1,5.14,10.1,8.26,Yes,8.92
Silty,Soybean,1371.5,29.5,6.53,183.9,6.67,8.9,4.24,No,6.92
Loamy,Wheat,1168.9,23.2,7.23,278.7,1.91,7.2,,No,8.53
Loamy,Barley,860.0,27.0,7.5,157.0,4.23,9.7,,No,8.02
Sandy,Rice,899.1,20.6,7.33,141.2,,,1.72,No,9.0
Silty,Rice,860.7,15.7,6.93,179.1,9.1,9.9,18.58,Yes,10.08
Clay,Maize,1045.4,21.6,7.56,,2.53,8.4,1.28,Yes,11.1
Sandy,Cotton,1159.0,20.9,6.17,64.3,4.19,5.8,14.98,No,5.94
Sandy,Soybean,863.8,19.0,6.97,97.6,5.43,8.1,,No,6.93
Sandy,Barley,1234.3,20.4,6.76,284.1,7.61,9.4,4.54,No,6.81
Sandy,Soybean,972.8,,7.77,152.5,0.61,8.9,2.84,Yes,8.03
Peaty,Barley,908.2,20.8,6.1,169.4,4.46,6.8,1.24,,8.18
Silty,Barley,492.5,,7.33,140.5,0.0,7.1,10.56,Yes,8.4
Silty,Barley,722.8,,7.61,36.3,1.85,6.2,0.45,Yes,7.12
Silty,Soybean,1331.2,18.8,5.6,231.5,9.71,7.7,13.52,Yes,8.66
Clay,Wheat,946.4,13.2,5.7,171.4,2.11,6.2,6.27,No,6.91
Clay,Cotton,1186.9,28.7,5.01,51.7,0.99,6.0,1.53,No,4.65
Clay,Cotton,1182.8,12.3,7.18,97.1,6.13,7.6,4.69,Yes,6.23
Loamy,Barley,1104.9,16.1,,140.7,6.87,,3.46,Yes,8.67
Silty,Maize,724.5,20.7,7.27,200.1,7.27,8.6,4.54,Yes,11.15
Silty,Wheat,1106.7,22.6,7.34,100.0,8.18,9.0,2.59,No,7.3
Sandy,Maize,753.4,17.0,7.88,88.9,4.42,5.8,7.2,Yes,10.23
Silty,Wheat,781.3,28.2,6.41,105.4,5.32,4.8,4.28,No,7.92
Sandy,Wheat,1014.4,25.8,6.2,,,7.7,16.9,Yes,7.53
Sandy,Cotton,984.5,22.5,7.58,143.5,5.46,6.6,2.28,Yes,6.32
Clay,Soybean,1248.5,,7.85,63.9,5.0,6.8,2.46,No,6.46
Sandy,Rice,624.3,22.4,8.24,194.6,3.98,8.3,4.52,,8.48
Loamy,Cotton,826.8,29.2,6.73,38.0,5.66,8.8,1.37,Yes,7.44
Sandy,Maize,1073.4,31.9,,156.6,5.7,8.9,2.09,No,9.44
Sandy,Wheat,909.8,20.9,6.59,215.2,9.11,7.2,16.66,Yes,7.85
Clay,Rice,1038.3,26.7,6.85,199.0,2.41,8.2,2.04,No,8.39
Peaty,Wheat,907.2,25.4,6.03,59.1,1.9,7.6,9.04,Yes,7.87
Silty,Rice,,29.1,6.61,206.6,6.56,7.7,,Yes,10.07
Clay,Barley,303.4,37.0,4.78,205.0,6.29,7.7,28.17,No,4.67
Silty,,920.1,20.7,6.57,132.2,4.5,9.4,6.36,Yes,7.75
Silty,Barley,463.3,20.9,6.06,177.3,0.0,6.2,2.32,Yes,7.44
Peaty,Wheat,598.7,26.9,6.78,,4.68,7.9,0.2,Yes,9.06
Clay,Maize,1075.7,15.6,6.74,100.0,3.88,8.6,1.4,No,10.36
Loamy,Wheat,725.6,28.2,6.86,186.8,5.92,5.8,1.83,No,8.88
Loamy,Maize,995.0,25.7,4.13,96.3,3.27,5.8,2.04,Yes,9.96
Silty,Cotton,628.0,21.8,5.83,,4.96,7.2,1.76,Yes,6.83
Loamy,Soybean,860.3,,7.82,106.4,1.86,7.9,2.24,No,6.11
Peaty,Soybean,1488.1,33.1,7.23,207.5,6.61,6.9,0.93,No,6.91
Sandy,,1198.3,24.7,5.93,141.7,5.96,3.3,6.7,Yes,8.15
Sandy,Barley,873.5,23.5,7.8,244.3,10.15,10.6,1.85,Yes,7.94
Loamy,Barley,967.8,23.2,5.94,148.9,2.74,8.8,2.7,Yes,9.79
Silty,Wheat,830.6,21.1,7.25,175.4,8.16,5.8,,Yes,9.12
Loamy,Cotton,985.3,21.8,5.64,77.3,2.95,8.2,8.84,No,6.17
Clay,Barley,752.5,26.3,5.61,267.2,5.18,6.2,0.74,Yes,7.09
Sandy,Cotton,,30.4,6.85,181.2,6.66,8.5,3.25,No,6.14
Clay,Barley,971.4,23.0,5.88,146.3,6.44,2.7,11.74,No,7.29
Clay,Soybean,1524.6,21.1,6.72,215.5,2.48,6.8,21.7,Yes,8.35
